Номер Животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
406074,1,3,MA,1,2014-06-20,53,275,6,7,ПЕРЕВОД,286,2019-04-06,F007T006
406083,1,3,FA,1,2014-06-21,61,0,21,44,ПЕРЕВОД,1,2019-03-27,F044T021
406083,1,3,FA,1,2014-06-21,61,0,2,21,ПЕРЕВОД,9,2019-04-04,F021T002
406107,1,3,MA,1,2014-06-26,61,284,43,3,ПЕРЕВОД,149,2019-03-15,F003T043
406107,1,3,MA,1,2014-06-26,61,284,13,3,ПЕРЕВОД,160,2019-03-26,F003T013
406107,1,3,MA,1,2014-06-26,61,284,11,10,ПЕРЕВОД,182,2019-04-17,F010T011
406107,1,3,MA,1,2014-06-26,61,284,5,11,ПЕРЕВОД,183,2019-04-18,F011T005
406111,1,4,FA,1,2014-06-26,59,272,21,44,ПЕРЕВОД,1,2019-03-11,F044T021
406111,1,4,FA,1,2014-06-26,59,272,2,21,ПЕРЕВОД,9,2019-03-19,F021T002
407018,1,3,FA,1,2014-07-04,56,276,7,4,ПЕРЕВОД,292,2019-03-13,F004T007
407018,1,3,FA,1,2014-07-04,56,276,18,17,ПЕРЕВОД,325,2019-04-15,F017T018
407021,1,2,FA,1,2014-07-05,59,272,18,17,ПЕРЕВОД,420,2019-03-25,F017T018
407021,1,3,MA,1,2014-07-05,53,188,21,44,ПЕРЕВОД,1,2019-04-18,F044T021
407056,1,3,FA,1,2014-07-13,61,277,5,11,ПЕРЕВОД,93,2019-04-18,F011T005
407078,1,3,FA,1,2014-07-19,57,272,11,10,ПЕРЕВОД,281,2019-03-15,F010T011
407078,1,3,FA,1,2014-07-19,57,272,5,11,ПЕРЕВОД,315,2019-04-18,F011T005
407079,1,3,MA,1,2014-07-19,64,276,6,11,ПЕРЕВОД,163,2019-04-15,F011T006
407097,1,3,FA,1,2014-07-22,57,271,3,11,ПЕРЕВОД,111,2019-03-19,F011T003
407097,1,3,FA,1,2014-07-22,57,271,12,11,ПЕРЕВОД,135,2019-04-12,F011T012
407100,1,3,MA,1,2014-07-22,64,0,43,13,ПЕРЕВОД,89,2019-03-19,F013T043
407110,1,3,FA,1,2014-07-25,59,283,12,11,ПЕРЕВОД,129,2019-03-07,F011T012
407110,1,3,FA,1,2014-07-25,59,283,6,10,ПЕРЕВОД,133,2019-03-11,F010T006
407126,1,4,MA,1,2014-07-28,61,272,21,44,ПЕРЕВОД,1,2019-03-20,F044T021
407126,1,4,MA,1,2014-07-28,61,272,2,21,ПЕРЕВОД,9,2019-03-28,F021T002
408017,1,3,FA,1,2014-08-04,63,265,6,11,ПЕРЕВОД,241,2019-03-11,F011T006
408019,1,3,FA,1,2014-08-04,63,136,13,10,ПЕРЕВОД,161,2019-03-29,F010T013
408019,1,3,FA,1,2014-08-04,63,136,43,13,ПЕРЕВОД,171,2019-04-08,F013T043
408044,1,4,FA,1,2014-08-10,60,277,21,44,ПЕРЕВОД,1,2019-03-26,F044T021
408044,1,4,FA,1,2014-08-10,60,277,2,21,ПЕРЕВОД,10,2019-04-04,F021T002
408057,1,3,FA,1,2014-08-13,51,277,21,44,ПЕРЕВОД,2,2019-03-25,F044T021
408057,1,3,FA,1,2014-08-13,51,277,2,21,ПЕРЕВОД,9,2019-04-01,F021T002
408065,1,3,FA,1,2014-08-16,51,283,3,6,ПЕРЕВОД,215,2019-03-27,F006T003
408075,1,3,MA,1,2014-08-19,56,276,11,10,ПЕРЕВОД,73,2019-03-11,F010T011
408075,1,3,MA,1,2014-08-19,56,276,12,11,ПЕРЕВОД,74,2019-03-12,F011T012
408075,1,3,MA,1,2014-08-19,56,276,11,10,ПЕРЕВОД,92,2019-03-30,F010T011
408106,1,3,MA,1,2014-08-25,59,261,3,10,ПЕРЕВОД,89,2019-03-21,F010T003
408112,1,3,FDMD,3,2014-08-26,41,146,7,10,ПЕРЕВОД,322,2019-04-02,F010T007
408113,1,2,FA,1,2014-08-26,66,276,7,6,ПЕРЕВОД,401,2019-03-13,F006T007
408113,1,2,FA,1,2014-08-26,66,276,18,17,ПЕРЕВОД,434,2019-04-15,F017T018
408121,1,3,MA,3,2014-08-27,58,271,3,10,ПЕРЕВОД,96,2019-03-13,F010T003
408121,1,3,MA,3,2014-08-27,58,271,5,10,ПЕРЕВОД,132,2019-04-18,F010T005
409038,1,3,MA,1,2014-09-09,60,283,12,10,ПЕРЕВОД,23,2019-03-13,F010T012
409039,1,3,FA,1,2014-09-09,64,279,7,4,ПЕРЕВОД,233,2019-04-01,F004T007
409039,1,3,FA,1,2014-09-09,64,279,42,7,ПЕРЕВОД,237,2019-04-05,F007T042
409065,1,3,MA,1,2014-09-13,60,278,13,3,ПЕРЕВОД,218,2019-03-13,F003T013
409065,1,3,MA,1,2014-09-13,60,278,45,17,ПЕРЕВОД,227,2019-03-22,F017T045
409065,1,3,MA,1,2014-09-13,60,278,17,45,ПЕРЕВОД,238,2019-04-02,F045T017
409068,1,3,MA,1,2014-09-14,61,272,7,11,ПЕРЕВОД,204,2019-04-02,F011T007
409072,1,3,FA,1,2014-09-15,61,0,13,3,ПЕРЕВОД,226,2019-03-13,F003T013
409072,1,3,FA,1,2014-09-15,61,0,6,4,ПЕРЕВОД,250,2019-04-06,F004T006
409080,1,2,MA,1,2014-09-17,58,0,13,3,ПЕРЕВОД,439,2019-03-13,F003T013
409080,1,2,MA,1,2014-09-17,58,0,42,4,ПЕРЕВОД,470,2019-04-13,F004T042
409112,1,3,FA,1,2014-09-25,150,276,11,10,ПЕРЕВОД,153,2019-03-22,F010T011
409112,1,3,FA,1,2014-09-25,150,276,5,11,ПЕРЕВОД,160,2019-03-29,F011T005
410003,1,3,FA,1,2014-10-01,58,283,3,4,ПЕРЕВОД,181,2019-03-14,F004T003
410014,1,2,FA,1,2014-10-04,57,274,18,17,ПЕРЕВОД,459,2019-03-25,F017T018
410014,1,3,FA,1,2014-10-04,55,118,21,44,ПЕРЕВОД,3,2019-04-22,F044T021
410016,1,3,FA,1,2014-10-04,54,274,3,7,ПЕРЕВОД,246,2019-03-19,F007T003
410016,1,3,FA,1,2014-10-04,54,274,12,4,ПЕРЕВОД,281,2019-04-23,F004T012
410024,1,2,FA,1,2014-10-06,62,0,3,11,ПЕРЕВОД,308,2019-04-16,F011T003
410036,1,2,FA,3,2014-10-08,59,275,6,7,ПЕРЕВОД,483,2019-03-18,F007T006
410040,1,3,FA,3,2014-10-08,64,288,12,10,ПЕРЕВОД,119,2019-04-11,F010T012
410040,1,3,FA,3,2014-10-08,64,288,5,11,ПЕРЕВОД,126,2019-04-18,F011T005
410046,1,3,MA,1,2014-10-11,53,274,21,44,ПЕРЕВОД,1,2019-03-05,F044T021
410046,1,3,MA,1,2014-10-11,53,274,2,21,ПЕРЕВОД,8,2019-03-12,F021T002
410046,1,3,MA,1,2014-10-11,53,274,12,10,ПЕРЕВОД,43,2019-04-16,F010T012
410067,1,3,MA,1,2014-10-14,60,281,7,11,ПЕРЕВОД,233,2019-04-02,F011T007
410069,1,3,FA,1,2014-10-15,70,276,12,10,ПЕРЕВОД,174,2019-03-05,F010T012
410083,1,3,MA,1,2014-10-18,66,288,3,10,ПЕРЕВОД,193,2019-03-13,F010T003
410083,1,3,MA,1,2014-10-18,66,288,7,4,ПЕРЕВОД,229,2019-04-18,F004T007
410085,1,3,FA,1,2014-10-18,52,216,12,3,ПЕРЕВОД,43,2019-03-25,F003T012
410085,1,3,FA,1,2014-10-18,52,216,3,11,ПЕРЕВОД,43,2019-03-25,F011T003
410085,1,3,FA,1,2014-10-18,52,216,3,10,ПЕРЕВОД,59,2019-04-10,F010T003
410107,1,3,FA,1,2014-10-25,60,234,11,10,ПЕРЕВОД,32,2019-03-15,F010T011
410107,1,3,FA,1,2014-10-25,60,234,12,11,ПЕРЕВОД,43,2019-03-26,F011T012
410107,1,3,FA,1,2014-10-25,60,234,11,10,ПЕРЕВОД,70,2019-04-22,F010T011
410108,1,2,MA,1,2014-10-25,67,273,12,4,ПЕРЕВОД,478,2019-03-12,F004T012
410108,1,2,MA,1,2014-10-25,67,273,7,4,ПЕРЕВОД,519,2019-04-22,F004T007
410114,1,2,FA,1,2014-10-26,63,272,6,11,ПЕРЕВОД,257,2019-03-11,F011T006
410118,1,3,FA,3,2014-10-27,60,279,5,11,ПЕРЕВОД,194,2019-03-29,F011T005
410119,1,3,FA,1,2014-10-27,58,0,21,44,ПЕРЕВОД,2,2019-03-11,F044T021
410119,1,3,FA,1,2014-10-27,58,0,2,21,ПЕРЕВОД,10,2019-03-19,F021T002
410120,1,2,FA,1,2014-10-28,56,279,5,4,ПЕРЕВОД,421,2019-03-14,F004T005
410126,1,3,FA,1,2014-10-29,57,285,13,6,ПЕРЕВОД,235,2019-03-11,F006T013
410126,1,3,FA,1,2014-10-29,57,285,3,13,ПЕРЕВОД,237,2019-03-13,F013T003
411008,1,2,MA,1,2014-11-03,59,273,18,17,ПЕРЕВОД,401,2019-03-11,F017T018
411008,1,3,MA,1,2014-11-03,56,203,21,44,ПЕРЕВОД,1,2019-04-05,F044T021
411008,1,3,MA,1,2014-11-03,56,203,2,21,ПЕРЕВОД,8,2019-04-12,F021T002
411009,1,3,FA,1,2014-11-03,46,185,7,1,ПЕРЕВОД,73,2019-04-04,F001T007
411009,1,3,FA,1,2014-11-03,46,185,5,7,ПЕРЕВОД,79,2019-04-10,F007T005
411009,1,3,FA,1,2014-11-03,46,185,3,5,ПЕРЕВОД,86,2019-04-17,F005T003
411011,1,3,MA,3,2014-11-04,68,281,21,44,ПЕРЕВОД,1,2019-03-06,F044T021
411011,1,3,MA,3,2014-11-04,68,281,2,21,ПЕРЕВОД,10,2019-03-15,F021T002
411011,1,3,MA,3,2014-11-04,68,281,3,10,ПЕРЕВОД,30,2019-04-04,F010T003
411011,1,3,MA,3,2014-11-04,68,281,43,3,ПЕРЕВОД,42,2019-04-16,F003T043
411049,1,3,FA,1,2014-11-10,61,283,11,10,ПЕРЕВОД,94,2019-03-21,F010T011
411049,1,3,FA,1,2014-11-10,61,283,11,10,ПЕРЕВОД,94,2019-03-21,F010T011
411049,1,3,FA,1,2014-11-10,61,283,12,11,ПЕРЕВОД,101,2019-03-28,F011T012
411049,1,3,FA,1,2014-11-10,61,283,12,11,ПЕРЕВОД,101,2019-03-28,F011T012
411074,1,2,MA,1,2014-11-15,63,285,7,6,ПЕРЕВОД,506,2019-03-29,F006T007
411089,1,3,FD,3,2014-11-18,64,231,21,44,ПЕРЕВОД,1,2019-03-16,F044T021
411089,1,3,FD,3,2014-11-18,64,231,2,21,ПЕРЕВОД,7,2019-03-22,F021T002
411109,1,3,FA,1,2014-11-21,57,274,7,5,ПЕРЕВОД,190,2019-03-15,F005T007
411109,1,3,FA,1,2014-11-21,57,274,5,7,ПЕРЕВОД,216,2019-04-10,F007T005
411127,1,3,FD,3,2014-11-24,54,0,11,10,ПЕРЕВОД,87,2019-03-22,F010T011
411127,1,3,FD,3,2014-11-24,54,0,3,11,ПЕРЕВОД,118,2019-04-22,F011T003
411128,1,2,FA,2,2014-11-24,58,282,18,17,ПЕРЕВОД,431,2019-03-19,F017T018
411128,1,3,MA,2,2014-11-24,65,188,21,44,ПЕРЕВОД,2,2019-04-22,F044T021
411134,1,3,MA,1,2014-11-25,57,280,6,10,ПЕРЕВОД,142,2019-03-11,F010T006
411144,1,3,MA,1,2014-11-27,63,246,2,21,ПЕРЕВОД,8,2019-03-08,F021T002
411156,1,3,FA,1,2014-11-29,57,0,43,13,ПЕРЕВОД,215,2019-03-19,F013T043
411156,1,3,FA,1,2014-11-29,57,0,23,3,ПЕРЕВОД,235,2019-04-08,F003T023
412018,1,3,FA,1,2014-12-05,63,0,21,44,ПЕРЕВОД,1,2019-03-15,F044T021
412018,1,3,FA,1,2014-12-05,63,0,2,21,ПЕРЕВОД,14,2019-03-28,F021T002
412031,1,3,MA,3,2014-12-09,57,275,3,10,ПЕРЕВОД,59,2019-04-22,F010T003
412035,1,3,FA,1,2014-12-09,57,276,3,10,ПЕРЕВОД,66,2019-04-22,F010T003
412039,1,3,FA,1,2014-12-10,65,287,3,11,ПЕРЕВОД,139,2019-03-23,F011T003
412048,1,3,FA,1,2014-12-12,56,278,7,1,ПЕРЕВОД,85,2019-03-07,F001T007
412048,1,3,FA,1,2014-12-12,56,278,8,7,ПЕРЕВОД,91,2019-03-13,F007T008
412048,1,3,FA,1,2014-12-12,56,278,11,8,ПЕРЕВОД,93,2019-03-15,F008T011
412069,1,2,FA,1,2014-12-15,63,283,18,17,ПЕРЕВОД,453,2019-03-25,F017T018
412075,1,3,MA,1,2014-12-16,66,281,2,21,ПЕРЕВОД,9,2019-03-12,F021T002
412079,1,2,MA,3,2014-12-17,63,165,45,17,ПЕРЕВОД,322,2019-03-22,F017T045
412093,1,2,FA,1,2014-12-19,69,283,18,17,ПЕРЕВОД,447,2019-03-11,F017T018
412093,1,3,MA,1,2014-12-19,66,181,21,44,ПЕРЕВОД,1,2019-04-15,F044T021
412105,1,2,FA,1,2014-12-21,58,280,18,17,ПЕРЕВОД,402,2019-04-22,F017T018
412119,1,2,FA,3,2014-12-23,64,275,18,17,ПЕРЕВОД,522,2019-04-22,F017T018
412127,1,3,MA,1,2014-12-26,66,278,4,10,ПЕРЕВОД,154,2019-03-25,F010T004
412147,1,2,FAFD,1,2014-12-29,41,277,42,7,ПЕРЕВОД,368,2019-04-08,F007T042
412151,1,3,MA,1,2014-12-30,62,272,12,10,ПЕРЕВОД,105,2019-03-05,F010T012
412151,1,3,MA,1,2014-12-30,62,272,3,10,ПЕРЕВОД,132,2019-04-01,F010T003
412158,1,2,MA,1,2014-12-31,51,274,7,4,ПЕРЕВОД,435,2019-03-23,F004T007
500171,1,2,FA,1,2015-05-25,64,269,8,5,ПЕРЕВОД,274,2019-03-29,F005T008
500727,1,2,FA,1,2015-11-02,61,271,13,3,ПЕРЕВОД,121,2019-03-13,F003T013
500727,1,2,FA,1,2015-11-02,61,271,3,10,ПЕРЕВОД,130,2019-03-22,F010T003
500727,1,2,FA,1,2015-11-02,61,271,7,11,ПЕРЕВОД,141,2019-04-02,F011T007
500727,1,2,FA,1,2015-11-02,61,271,5,7,ПЕРЕВОД,154,2019-04-15,F007T005
500765,1,2,MA,1,2015-11-16,57,273,11,10,ПЕРЕВОД,81,2019-04-09,F010T011
500789,1,2,MA,1,2015-11-25,52,278,7,10,ПЕРЕВОД,169,2019-04-02,F010T007
501009,1,3,FA,1,2015-01-02,62,284,12,11,ПЕРЕВОД,107,2019-03-07,F011T012
501009,1,3,FA,1,2015-01-02,62,284,6,10,ПЕРЕВОД,111,2019-03-11,F010T006
501048,1,3,MA,1,2015-01-07,56,283,3,11,ПЕРЕВОД,67,2019-04-22,F011T003
501051,1,2,FA,1,2015-01-07,57,284,21,44,ПЕРЕВОД,1,2019-03-23,F044T021
501051,1,2,FA,1,2015-01-07,57,284,2,21,ПЕРЕВОД,8,2019-03-30,F021T002
501052,1,3,MA,1,2015-01-07,53,280,3,10,ПЕРЕВОД,117,2019-03-15,F010T003
501052,1,3,MA,1,2015-01-07,53,280,6,10,ПЕРЕВОД,148,2019-04-15,F010T006
501058,1,3,MD,3,2015-01-08,0,0,5,44,ПЕРЕВОД,0,2019-04-18,F044T005
501073,1,2,FA,1,2015-01-11,60,273,18,17,ПЕРЕВОД,381,2019-03-06,F017T018
501073,1,3,FA,1,2015-01-11,56,279,21,44,ПЕРЕВОД,1,2019-03-29,F044T021
501073,1,3,FA,1,2015-01-11,56,279,2,21,ПЕРЕВОД,7,2019-04-04,F021T002
501095,1,3,MA,3,2015-01-13,58,48,21,44,ПЕРЕВОД,2,2019-03-18,F044T021
501095,1,3,MA,3,2015-01-13,58,48,2,21,ПЕРЕВОД,14,2019-03-30,F021T002
501143,1,3,FA,1,2015-01-19,56,0,6,10,ПЕРЕВОД,60,2019-03-11,F010T006
501143,1,3,FA,1,2015-01-19,56,0,8,6,ПЕРЕВОД,62,2019-03-13,F006T008
501146,1,3,FA,1,2015-01-21,57,0,13,10,ПЕРЕВОД,95,2019-03-11,F010T013
501146,1,3,FA,1,2015-01-21,57,0,3,13,ПЕРЕВОД,97,2019-03-13,F013T003
501146,1,3,FA,1,2015-01-21,57,0,3,1,ПЕРЕВОД,138,2019-04-23,F001T003
501152,1,3,FA,1,2015-01-22,52,280,10,11,ПЕРЕВОД,61,2019-04-12,F011T010
501184,1,3,FA,1,2015-01-27,60,281,3,10,ПЕРЕВОД,100,2019-03-11,F010T003
501184,1,3,FA,1,2015-01-27,60,281,5,10,ПЕРЕВОД,118,2019-03-29,F010T005
501184,1,3,FA,1,2015-01-27,60,281,3,5,ПЕРЕВОД,128,2019-04-08,F005T003
501184,1,3,FA,1,2015-01-27,60,281,5,11,ПЕРЕВОД,138,2019-04-18,F011T005
501190,1,3,MA,1,2015-01-28,59,217,21,44,ПЕРЕВОД,1,2019-03-25,F044T021
501190,1,3,MA,1,2015-01-28,59,217,2,21,ПЕРЕВОД,8,2019-04-01,F021T002
501193,1,3,FA,1,2015-01-28,54,275,11,10,ПЕРЕВОД,38,2019-03-15,F010T011
501196,1,2,MA,3,2015-01-29,58,278,12,7,ПЕРЕВОД,408,2019-03-12,F007T012
501211,1,3,MA,1,2015-01-30,59,279,11,10,ПЕРЕВОД,83,2019-03-15,F010T011
502009,1,3,MA,1,2015-02-02,58,279,11,10,ПЕРЕВОД,62,2019-03-15,F010T011
502046,1,3,FA,1,2015-02-08,57,283,11,10,ПЕРЕВОД,42,2019-04-05,F010T011
502048,1,2,FA,1,2015-02-08,54,278,18,17,ПЕРЕВОД,357,2019-03-11,F017T018
502048,1,3,MA,1,2015-02-08,61,0,21,44,ПЕРЕВОД,1,2019-04-10,F044T021
502048,1,3,MA,1,2015-02-08,61,0,2,21,ПЕРЕВОД,7,2019-04-16,F021T002
502055,1,2,FA,1,2015-02-09,57,0,13,3,ПЕРЕВОД,342,2019-03-13,F003T013
502055,1,2,FA,1,2015-02-09,57,0,3,4,ПЕРЕВОД,349,2019-03-20,F004T003
502060,1,2,FD,1,2015-02-09,28,274,4,10,ПЕРЕВОД,208,2019-03-25,F010T004
502060,1,2,FD,1,2015-02-09,28,274,3,4,ПЕРЕВОД,236,2019-04-22,F004T003
502091,1,2,FA,1,2015-02-15,60,0,13,3,ПЕРЕВОД,372,2019-03-13,F003T013
502098,1,2,FA,1,2015-02-15,65,280,18,17,ПЕРЕВОД,403,2019-03-19,F017T018
502098,1,3,MA,1,2015-02-15,63,0,21,44,ПЕРЕВОД,1,2019-04-19,F044T021
502108,1,2,FA,1,2015-02-16,55,275,3,7,ПЕРЕВОД,289,2019-03-21,F007T003
502108,1,2,FA,1,2015-02-16,55,275,5,4,ПЕРЕВОД,309,2019-04-10,F004T005
502110,1,3,FA,1,2015-02-16,59,283,3,10,ПЕРЕВОД,37,2019-03-19,F010T003
502116,1,2,FA,1,2015-02-17,62,174,21,44,ПЕРЕВОД,1,2019-03-28,F044T021
502116,1,2,FA,1,2015-02-17,62,174,2,21,ПЕРЕВОД,8,2019-04-04,F021T002
502132,1,3,FA,1,2015-02-20,56,275,10,11,ПЕРЕВОД,85,2019-04-12,F011T010
502133,1,3,FA,1,2015-02-20,55,0,10,11,ПЕРЕВОД,136,2019-03-29,F011T010
502149,1,2,MA,1,2015-02-22,56,276,13,3,ПЕРЕВОД,411,2019-03-13,F003T013
502150,1,2,FA,2,2015-02-23,53,276,7,6,ПЕРЕВОД,395,2019-03-13,F006T007
502150,1,2,FA,2,2015-02-23,53,276,18,17,ПЕРЕВОД,428,2019-04-15,F017T018
503004,1,3,FA,1,2015-03-01,54,277,11,10,ПЕРЕВОД,46,2019-03-23,F010T011
503034,1,2,MA,1,2015-03-05,50,272,3,1,ПЕРЕВОД,147,2019-03-06,F001T003
503034,1,2,MA,1,2015-03-05,50,272,5,10,ПЕРЕВОД,190,2019-04-18,F010T005
503037,1,2,FA,3,2015-03-05,64,277,12,6,ПЕРЕВОД,257,2019-04-16,F006T012
503052,1,2,MA,1,2015-03-08,50,275,18,17,ПЕРЕВОД,391,2019-03-06,F017T018
503052,1,3,MA,1,2015-03-08,58,258,21,44,ПЕРЕВОД,2,2019-04-01,F044T021
503052,1,3,MA,1,2015-03-08,58,258,2,21,ПЕРЕВОД,11,2019-04-10,F021T002
503054,1,2,MA,3,2015-03-08,54,279,18,17,ПЕРЕВОД,357,2019-03-11,F017T018
503054,1,3,MD,3,2015-03-08,62,0,21,44,ПЕРЕВОД,1,2019-04-11,F044T021
503054,1,3,MD,3,2015-03-08,62,0,2,21,ПЕРЕВОД,6,2019-04-16,F021T002
503057,1,3,FA,3,2015-03-08,64,279,3,11,ПЕРЕВОД,38,2019-03-18,F011T003
503070,1,2,FA,1,2015-03-12,62,275,18,17,ПЕРЕВОД,358,2019-03-06,F017T018
503070,1,3,FA,1,2015-03-12,58,275,21,44,ПЕРЕВОД,2,2019-04-01,F044T021
503070,1,3,FA,1,2015-03-12,58,275,44,21,ПЕРЕВОД,4,2019-04-03,F021T044
503070,1,3,FA,1,2015-03-12,58,275,21,44,ПЕРЕВОД,11,2019-04-10,F044T021
503070,1,3,FA,1,2015-03-12,58,275,2,21,ПЕРЕВОД,13,2019-04-12,F021T002
503078,1,2,MA,1,2015-03-13,58,278,18,17,ПЕРЕВОД,402,2019-03-25,F017T018
503098,1,3,FA,1,2015-03-17,60,277,3,10,ПЕРЕВОД,45,2019-03-07,F010T003
503098,1,3,FA,1,2015-03-17,60,277,13,3,ПЕРЕВОД,51,2019-03-13,F003T013
503103,1,3,FD,1,2015-03-19,63,275,3,10,ПЕРЕВОД,63,2019-03-07,F010T003
503103,1,3,FD,1,2015-03-19,63,275,13,3,ПЕРЕВОД,69,2019-03-13,F003T013
503103,1,3,FD,1,2015-03-19,63,275,6,10,ПЕРЕВОД,102,2019-04-15,F010T006
503130,1,3,FA,1,2015-03-25,51,244,21,44,ПЕРЕВОД,2,2019-03-25,F044T021
503130,1,3,FA,1,2015-03-25,51,244,2,21,ПЕРЕВОД,9,2019-04-01,F021T002
503132,1,2,FA,1,2015-03-26,57,261,7,6,ПЕРЕВОД,236,2019-04-23,F006T007
503153,1,3,FA,1,2015-03-31,62,125,21,44,ПЕРЕВОД,1,2019-03-14,F044T021
503153,1,3,FA,1,2015-03-31,62,125,2,21,ПЕРЕВОД,9,2019-03-22,F021T002
503156,1,3,FA,3,2015-03-31,52,278,3,10,ПЕРЕВОД,64,2019-04-15,F010T003
503159,1,2,MA,1,2015-03-31,68,285,7,6,ПЕРЕВОД,355,2019-04-13,F006T007
504012,1,2,MA,1,2015-04-03,59,0,5,4,ПЕРЕВОД,316,2019-03-05,F004T005
504021,1,2,FA,1,2015-04-04,60,275,4,7,ПЕРЕВОД,286,2019-03-11,F007T004
504021,1,2,FA,1,2015-04-04,60,275,7,4,ПЕРЕВОД,288,2019-03-13,F004T007
504021,1,2,FA,1,2015-04-04,60,275,18,17,ПЕРЕВОД,321,2019-04-15,F017T018
504050,1,2,MA,1,2015-04-07,64,280,7,10,ПЕРЕВОД,96,2019-04-02,F010T007
504058,1,3,FA,1,2015-04-09,48,0,23,3,ПЕРЕВОД,75,2019-04-08,F003T023
504062,1,2,MA,1,2015-04-10,53,275,7,4,ПЕРЕВОД,325,2019-03-20,F004T007
504062,1,2,MA,1,2015-04-10,53,275,18,17,ПЕРЕВОД,358,2019-04-22,F017T018
504093,1,2,FA,1,2015-04-15,59,282,11,10,ПЕРЕВОД,162,2019-04-09,F010T011
504093,1,2,FA,1,2015-04-15,59,282,5,11,ПЕРЕВОД,171,2019-04-18,F011T005
504096,1,3,FA,3,2015-04-15,59,0,21,44,ПЕРЕВОД,1,2019-03-18,F044T021
504096,1,3,FA,3,2015-04-15,59,0,2,21,ПЕРЕВОД,11,2019-03-28,F021T002
504098,1,1,MA,3,2015-04-16,0,271,7,4,ПЕРЕВОД,662,2019-04-12,F004T007
504107,1,2,MA,1,2015-04-17,58,287,18,17,ПЕРЕВОД,322,2019-04-08,F017T018
504116,1,3,MD,1,2015-04-19,61,279,21,44,ПЕРЕВОД,1,2019-03-20,F044T021
504116,1,3,MD,1,2015-04-19,61,279,2,21,ПЕРЕВОД,11,2019-03-30,F021T002
504120,1,3,FA,1,2015-04-19,55,270,3,11,ПЕРЕВОД,35,2019-03-06,F011T003
504124,1,3,MA,1,2015-04-20,57,0,21,44,ПЕРЕВОД,1,2019-03-23,F044T021
504124,1,3,MA,1,2015-04-20,57,0,2,21,ПЕРЕВОД,8,2019-03-30,F021T002
504132,1,2,MA,1,2015-04-21,73,281,6,10,ПЕРЕВОД,247,2019-03-11,F010T006
504145,1,2,FA,1,2015-04-23,43,273,18,17,ПЕРЕВОД,323,2019-03-25,F017T018
504145,1,3,FA,1,2015-04-23,54,276,21,44,ПЕРЕВОД,0,2019-04-18,F044T021
504151,1,2,FA,1,2015-04-25,52,275,18,17,ПЕРЕВОД,395,2019-04-02,F017T018
504155,1,2,MA,1,2015-04-26,61,283,18,17,ПЕРЕВОД,379,2019-04-02,F017T018
504172,1,2,FA,1,2015-04-30,59,281,6,10,ПЕРЕВОД,268,2019-04-15,F010T006
505009,1,2,FA,1,2015-05-02,53,278,3,6,ПЕРЕВОД,328,2019-03-23,F006T003
505039,1,2,MA,1,2015-05-06,64,276,18,17,ПЕРЕВОД,368,2019-04-08,F017T018
505044,1,3,FD,3,2015-05-07,56,250,21,44,ПЕРЕВОД,1,2019-03-15,F044T021
505044,1,3,FD,3,2015-05-07,56,250,2,21,ПЕРЕВОД,8,2019-03-22,F021T002
505052,1,2,FA,1,2015-05-08,58,274,12,5,ПЕРЕВОД,291,2019-04-16,F005T012
505055,1,2,MA,1,2015-05-09,58,280,12,6,ПЕРЕВОД,282,2019-03-05,F006T012
505055,1,2,MA,1,2015-05-09,58,280,18,17,ПЕРЕВОД,323,2019-04-15,F017T018
505061,1,2,MA,1,2015-05-10,66,277,18,17,ПЕРЕВОД,359,2019-03-11,F017T018
505061,1,2,MA,1,2015-05-10,66,277,45,18,ПЕРЕВОД,367,2019-03-19,F018T045
505077,1,2,FA,1,2015-05-13,62,268,4,7,ПЕРЕВОД,349,2019-03-11,F007T004
505079,1,3,MA,2,2015-05-14,65,209,21,44,ПЕРЕВОД,2,2019-03-25,F044T021
505079,1,3,MA,2,2015-05-14,65,209,2,21,ПЕРЕВОД,9,2019-04-01,F021T002
505082,1,2,FA,1,2015-05-14,56,270,3,4,ПЕРЕВОД,327,2019-03-13,F004T003
505088,1,2,MA,1,2015-05-14,57,274,7,4,ПЕРЕВОД,307,2019-03-23,F004T007
505102,1,2,FA,3,2015-05-18,55,272,7,6,ПЕРЕВОД,323,2019-04-12,F006T007
505103,1,2,MA,1,2015-05-18,55,279,18,17,ПЕРЕВОД,393,2019-03-06,F017T018
505103,1,3,MA,1,2015-05-18,62,0,21,44,ПЕРЕВОД,2,2019-04-05,F044T021
505103,1,3,MA,1,2015-05-18,62,0,2,21,ПЕРЕВОД,9,2019-04-12,F021T002
505112,1,2,FA,1,2015-05-20,41,275,7,4,ПЕРЕВОД,335,2019-03-13,F004T007
505112,1,2,FA,1,2015-05-20,41,275,18,17,ПЕРЕВОД,368,2019-04-15,F017T018
505118,1,2,FA,1,2015-05-21,60,277,18,17,ПЕРЕВОД,365,2019-03-25,F017T018
505118,1,3,MA,1,2015-05-21,58,0,21,44,ПЕРЕВОД,1,2019-04-23,F044T021
505151,1,3,FA,1,2015-05-28,54,275,21,44,ПЕРЕВОД,1,2019-03-27,F044T021
505151,1,3,FA,1,2015-05-28,54,275,2,21,ПЕРЕВОД,9,2019-04-04,F021T002
